Identif_hog;Identif_2010;Fexp_cen2010;Provincia;Dominio;Ciudad_Auto;Área;sexo;edad;etnia;instruccion;perceptor;numpers;ing_cor_per;dec_nac_per;d1;d10;VI15;NV05
010150009012031;010150009012;53,3074668671632;1;93;3;1;1;34;6;4;1;4;854,92;10;264,55;93,58;1;1
010150009012041;010150009012;53,3074668671632;1;93;3;1;1;36;6;5;2;5;1053,73333333333;10;367,96;68,25;1;2
010150009012051;010150009012;53,3074668671632;1;93;3;1;2;38;6;4;1;3;165,207777777778;5;181,43;2,08;1;1
010150009012061;010150009012;53,3074668671632;1;93;3;1;2;61;6;3;3;5;132,71;4;230,81; ;1;1
010150009012071;010150009012;53,3074668671632;1;93;3;1;1;36;6;5;2;6;292,463888888889;8;90,5;5,58;1;2
010150009012081;010150009012;53,3074668671632;1;93;3;1;2;64;6;1;2;4;149,2925;4;101,52; ;1;2
010150009012091;010150009012;53,3074668671632;1;93;3;1;1;48;6;5;1;4;1126,485;10;65,31;0;1;2
010150009012101;010150009012;53,3074668671632;1;93;3;1;1;48;6;4;2;3;422,647777777778;9;215,35;67,5;1;2
010150009012111;010150009012;53,3074668671632;1;93;3;1;1;40;6;5;2;4;518,391666666667;9;292,12;10,83;1;2
010150009012121;010150009012;53,3074668671632;1;93;3;1;1;28;4;4;1;4;162,684166666667;5;208,46;83,34;1;2
010150010005011;010150010005;53,3074668671632;1;93;3;1;1;31;6;5;2;4;268,311666666667;7;186,62;108,33;1;2
010150010005021;010150010005;53,3074668671632;1;93;3;1;1;70;6;3;1;2;202,941666666667;6;159,06; ;1;2
010150010005031;010150010005;53,3074668671632;1;93;3;1;1;54;6;3;3;3;291,873333333333;8;257,18; ;1;2
010150010005041;010150010005;53,3074668671632;1;93;3;1;1;37;6;3;2;5;51,3646666666667;1;46,8; ;2;1
010150010005051;010150010005;53,3074668671632;1;93;3;1;2;62;6;1;3;7;125,014761904762;3;272,48;113,34;1;2
010150010005061;010150010005;53,3074668671632;1;93;3;1;1;53;6;5;2;5;221,042;6;262,49; ;1;1
010150010005071;010150010005;53,3074668671632;1;93;3;1;1;56;7;4;2;3;289,166666666667;8;239,43; ;1;1
010150010005081;010150010005;53,3074668671632;1;93;3;1;1;27;6;3;2;4;144,1875;4;226,1;35;1;1
010150010005091;010150010005;53,3074668671632;1;93;3;1;1;43;6;3;2;4;205,761666666667;6;155,93; ;1;1
010150010005101;010150010005;53,3074668671632;1;93;3;1;1;72;6;3;3;5;91,802;2;143,2; ;1;1
010150010005111;010150010005;53,3074668671632;1;93;3;1;1;31;6;4;2;4;217,604583333333;6;172,29;72,5;1;1
010150010005121;010150010005;53,3074668671632;1;93;3;1;1;63;7;3;4;8;184,520416666667;5;498,86; ;1;2
010150011008011;010150011008;53,3074668671632;1;93;3;1;1;54;6;5;2;5;404,634;9;405,15;121,17;1;2
010150011008021;010150011008;53,3074668671632;1;93;3;1;1;60;6;3;2;2;666;10;136,82; ;1;2
010150011008031;010150011008;53,3074668671632;1;93;3;1;1;56;6;4;2;7;140,537619047619;4;174,99;171,67;1;1
010150011008041;010150011008;53,3074668671632;1;93;3;1;1;64;7;3;1;1;179,52;5; ; ;1;1
010150011008051;010150011008;53,3074668671632;1;93;3;1;1;51;7;3;3;3;257,085555555556;7;151,82; ;1;2
010150011008061;010150011008;53,3074668671632;1;93;3;1;2;69;6;3;3;6;236,042222222222;7;261,96; ;1;2
010150011008071;010150011008;53,3074668671632;1;93;3;1;1;62;6;5;4;5;1282,998;10;552,95;255,83;1;2
010150011008081;010150011008;53,3074668671632;1;93;3;1;1;54;6;4;3;3;657,277777777778;10;281,92; ;1;2
010150011008091;010150011008;53,3074668671632;1;93;3;1;1;51;6;5;3;5;621,024666666667;10;463,29;180;1;2
010150011008101;010150011008;53,3074668671632;1;93;3;1;1;65;6;3;2;4;138,446666666667;4;62,38;,83;1;2
010150011008111;010150011008;53,3074668671632;1;93;3;1;2;48;6;3;2;4;163,661666666667;5;168,58; ;1;2
010150011008121;010150011008;53,3074668671632;1;93;3;1;2;72;6;3;3;8;203,486666666667;6;294,97;90,83;1;2
010150012005011;010150012005;53,3074668671632;1;93;3;1;1;36;1;4;1;9;162,277037037037;5;602,27; ;1;2
010150012005021;010150012005;53,3074668671632;1;93;3;1;1;80;6;3;2;3;393,556666666667;9;296,29; ;1;2
010150012005031;010150012005;53,3074668671632;1;93;3;1;2;68;4;3;1;1;171,75;5;82,39; ;1;1
010150012005041;010150012005;53,3074668671632;1;93;3;1;1;71;6;3;2;3;493,118888888889;9;333,88;37,5;1;1
010150012005051;010150012005;53,3074668671632;1;93;3;1;1;43;6;4;1;3;335,613333333333;8;166,03; ;1;2
010150012005061;010150012005;53,3074668671632;1;93;3;1;2;42;6;4;1;3;510,607777777778;9;298,34; ;1;2
010150012005071;010150012005;53,3074668671632;1;93;3;1;1;51;6;4;1;4;208,373333333333;6;163,76; ;1;2
010150012005081;010150012005;53,3074668671632;1;93;3;1;2;55;6;3;1;2;178,7;5;62,64; ;1;2
010150012005091;010150012005;53,3074668671632;1;93;3;1;1;54;6;3;2;3;148,566666666667;4;202,34;58,33;1;1
010150012005101;010150012005;53,3074668671632;1;93;3;1;2;48;6;3;2;3;350,488888888889;8;153,21;38,33;1;2
010150012005111;010150012005;53,3074668671632;1;93;3;1;1;25;6;5;2;3;414,026666666667;9;71,77; ;1;2
010150012005121;010150012005;53,3074668671632;1;93;3;1;2;56;6;3;2;4;194,6475;6;134,64;31,67;1;2
010150012010011;010150012010;71,0766224895509;1;93;3;1;1;24;6;3;2;6;215,180555555556;6;129,72;14,5;1;1
010150012010021;010150012010;71,0766224895509;1;93;3;1;1;35;6;5;2;2;565,95;10;85,52; ;1;1
010150012010041;010150012010;71,0766224895509;1;93;3;1;2;27;6;4;2;5;155,933333333333;4;199,52;73,75;1;1
010150012010051;010150012010;71,0766224895509;1;93;3;1;1;24;6;5;1;3;240,628888888889;7;36,03; ;1;2
010150012010061;010150012010;71,0766224895509;1;93;3;1;1;58;6;4;1;3;65,5533333333333;1;97,3; ;1;2
010150012010081;010150012010;71,0766224895509;1;93;3;1;2;40;6;3;1;4;135,561666666667;4;73,65; ;1;2
010150012010091;010150012010;71,0766224895509;1;93;3;1;1;58;6;5;2;3;552,836666666667;10;92,89;90;1;2
010150012010101;010150012010;71,0766224895509;1;93;3;1;1;63;6;3;2;3;274,443333333333;7;184,85; ;1;2
010150012010111;010150012010;71,0766224895509;1;93;3;1;2;62;6;5;2;4;288,666666666667;8;274,08;94,17;1;2
010150013004011;010150013004;53,3074668671632;1;93;3;1;1;50;6;3;3;4;190,625;6;62,62;40;1;1
010150013004021;010150013004;53,3074668671632;1;93;3;1;1;57;6;1;6;8;169,45375;5;50,38; ;1;2
010150013004031;010150013004;53,3074668671632;1;93;3;1;2;43;6;3;3;5;170,092666666667;5;147,38;70,83;1;1
010150013004041;010150013004;53,3074668671632;1;93;3;1;1;52;6;3;5;10;62,8663333333333;1;296,19; ;1;1
010150013004051;010150013004;53,3074668671632;1;93;3;1;1;30;6;5;2;4;244,9425;7;176,13;46,25;1;1
010150013004061;010150013004;53,3074668671632;1;93;3;1;1;43;6;3;2;6;127,514444444444;3;392,28; ;1;1
010150013004071;010150013004;53,3074668671632;1;93;3;1;1;47;6;3;4;6;314,028333333333;8;287,03;150;1;1
010150013004081;010150013004;53,3074668671632;1;93;3;1;2;50;6;3;4;7;257,948571428571;7;281,08;30,42;1;1
010150013004091;010150013004;53,3074668671632;1;93;3;1;1;50;6;4;2;3;397,833333333333;9;394,29;184,17;1;2
010150013004101;010150013004;53,3074668671632;1;93;3;1;1;34;6;3;2;6;149,945555555556;4;371,75; ;1;2
010150013004111;010150013004;53,3074668671632;1;93;3;1;2;48;6;3;3;6;128,240555555556;3;282,47; ;1;1
010150013004121;010150013004;53,3074668671632;1;93;3;1;1;53;6;3;3;5;236,281333333333;7;367,02; ;1;1
010150013009011;010150013009;53,3074668671632;1;93;3;1;1;27;6;4;3;6;917,663333333333;10;580,32; ;1;1
010150013009021;010150013009;53,3074668671632;1;93;3;1;1;44;6;5;2;4;586,6;10;426,05;190;1;2
010150013009031;010150013009;53,3074668671632;1;93;3;1;1;58;6;3;1;2;302,016666666667;8;197,93; ;1;1
010150013009041;010150013009;53,3074668671632;1;93;3;1;1;73;6;3;3;5;532,669333333333;9;422,18;166,67;1;2
010150013009051;010150013009;53,3074668671632;1;93;3;1;2;40;6;5;3;4;212,866041666667;6;330,78; ;1;2
010150013009061;010150013009;53,3074668671632;1;93;3;1;2;56;6;3;2;3;203,245555555556;6;127,4; ;1;1
010150013009071;010150013009;53,3074668671632;1;93;3;1;1;56;6;3;3;5;390,693;9;297,89;250;1;2
010150013009081;010150013009;53,3074668671632;1;93;3;1;1;24;6;4;2;2;139,75;4;47,24; ;1;1
010150013009091;010150013009;53,3074668671632;1;93;3;1;2;25;6;3;1;2;422,531666666667;9;131,91; ;1;2
010150013009101;010150013009;53,3074668671632;1;93;3;1;1;37;6;4;1;5;136;4;157,63; ;1;2
010150013009111;010150013009;53,3074668671632;1;93;3;1;1;98;6;1;1;1;345,41;8;118,24; ;1;2
010150013009121;010150013009;53,3074668671632;1;93;3;1;1;35;6;5;2;2;474,004166666667;9;137,12; ;1;2
010150014002011;010150014002;53,3074668671632;1;93;3;1;1;29;6;3;2;4;94,3225;2;102,81; ;5;1
010150014002021;010150014002;53,3074668671632;1;93;3;1;1;31;6;4;2;4;115,615;3;137,1; ;1;2
010150014002031;010150014002;53,3074668671632;1;93;3;1;2;53;6;3;2;3;223,333333333333;6;252,29; ;2;1
010150014002041;010150014002;53,3074668671632;1;93;3;1;1;23;3;1;1;3;102,61;2;87,1; ;1;1
010150014002051;010150014002;53,3074668671632;1;93;3;1;1;25;6;3;2;4;121,196666666667;3;255,96; ;2;2
010150014002061;010150014002;53,3074668671632;1;93;3;1;2;56;6;3;2;2;451,291666666667;9;131,06; ;1;1
010150014002071;010150014002;53,3074668671632;1;93;3;1;1;29;6;4;2;5;68,9763333333333;1;81,58; ;1;1
010150014002081;010150014002;53,3074668671632;1;93;3;1;1;30;6;4;2;4;105,905;3;47,08; ;1;2
010150014002091;010150014002;53,3074668671632;1;93;3;1;1;41;6;3;3;8;47,24;1;282,62; ;1;1
010150014002101;010150014002;53,3074668671632;1;93;3;1;1;25;6;5;2;3;181,018333333333;5;68,3; ;1;2
010150014002111;010150014002;53,3074668671632;1;93;3;1;1;52;6;4;2;4;139,6675;4;189,67; ;1;2
010150014002121;010150014002;53,3074668671632;1;93;3;1;1;45;6;4;3;5;273,072333333333;7;163,64;154,58;1;2
010150014005011;010150014005;53,3074668671632;1;93;3;1;1;19;1;5;2;2;322,085;8;155,3; ;1;1
010150014005021;010150014005;53,3074668671632;1;93;3;1;2;45;6;4;3;4;309,340833333333;8;216,86;118,33;1;2
010150014005031;010150014005;53,3074668671632;1;93;3;1;2;70;4;1;1;2;204,300833333333;6;147,21; ;1;2
010150014005041;010150014005;53,3074668671632;1;93;3;1;2;70;6;3;1;1;251,67;7;60,92; ;1;1
010150014005051;010150014005;53,3074668671632;1;93;3;1;2;41;6;4;1;4;232,275;7;139,51;54,17;1;2
010150014005061;010150014005;53,3074668671632;1;93;3;1;2;44;6;5;3;4;506,27;9;147,3;229,5;1;2
010150014005071;010150014005;53,3074668671632;1;93;3;1;1;46;6;3;1;5;396,928;9;363,93;200,83;1;2
010150014005081;010150014005;53,3074668671632;1;93;3;1;1;49;6;4;2;2;400,463333333333;9;128,23; ;1;2
010150014005091;010150014005;53,3074668671632;1;93;3;1;1;46;1;5;2;6;323,191666666667;8;243,57;41,83;1;2
010150014005101;010150014005;53,3074668671632;1;93;3;1;1;29;6;5;2;5;450,433333333333;9;73,07;203,08;1;2
010150014005111;010150014005;53,3074668671632;1;93;3;1;2;29;6;4;1;3;308,113333333333;8;150,26; ;1;1
010150014005121;010150014005;53,3074668671632;1;93;3;1;1;27;6;3;3;6;192,105;6;348,56; ;1;1
010150015003011;010150015003;53,3074668671632;1;93;3;1;1;40;6;4;1;1;310;8;34,41; ;2;1
010150015003021;010150015003;53,3074668671632;1;93;3;1;1;47;6;3;1;1;317,66;8;43,47; ;2;1
010150015003031;010150015003;53,3074668671632;1;93;3;1;1;26;6;4;1;2;318,69;8;21,24; ;1;1
010150015003041;010150015003;53,3074668671632;1;93;3;1;1;78;6;3;2;2;133,3975;4;40,55; ;2;1
010150015003051;010150015003;53,3074668671632;1;93;3;1;2;27;6;4;2;3;216,783333333333;6;114,16;25;1;1
010150015003061;010150015003;53,3074668671632;1;93;3;1;1;20;6;3;1;3;87,3033333333333;2;90,66; ;1;1
010150015003071;010150015003;53,3074668671632;1;93;3;1;1;56;6;1;3;3;232,073333333333;7;264,02; ;2;1
010150015003081;010150015003;53,3074668671632;1;93;3;1;1;55;6;3;3;6;148,508055555556;4;342,52;11,08;2;1
010150015003091;010150015003;53,3074668671632;1;93;3;1;1;41;7;4;3;5;181,804;5;262,11;71,25;2;2
010150015003101;010150015003;53,3074668671632;1;93;3;1;1;61;6;3;6;7;369,998571428571;9;185,15; ;2;1
010150015003111;010150015003;53,3074668671632;1;93;3;1;1;48;6;5;4;6;438,027222222222;9;517,65; ;2;1
010150015003121;010150015003;53,3074668671632;1;93;3;1;1;49;6;3;4;7;330,153333333333;8;335,5; ;2;1
010150015008021;010150015008;71,0766224895509;1;93;3;1;2;53;6;3;2;3;220,776666666667;6;124,03; ;1;2
010150015008041;010150015008;71,0766224895509;1;93;3;1;1;22;6;5;2;2;441,761666666667;9;128,41;66,67;1;2
010150015008051;010150015008;71,0766224895509;1;93;3;1;1;90;6;3;2;4;278,6075;8;204,68; ;1;2
010150015008061;010150015008;71,0766224895509;1;93;3;1;1;48;6;4;2;7;125,070476190476;3;193,59;13,67;1;1
010150015008071;010150015008;71,0766224895509;1;93;3;1;1;40;6;5;2;3;300,123333333333;8;141,15; ;1;2
010150015008081;010150015008;71,0766224895509;1;93;3;1;2;43;6;5;1;1;413,02;9;28,77; ;1;2
010150015008091;010150015008;71,0766224895509;1;93;3;1;1;21;6;4;1;3;100,876666666667;2;86,27; ;1;1
010150015008101;010150015008;71,0766224895509;1;93;3;1;1;53;6;4;3;5;226,325333333333;7;201,82; ;1;2
010150015008111;010150015008;71,0766224895509;1;93;3;1;1;41;6;3;3;3;139,955555555556;4;126,93; ;1;1
010150015011011;010150015011;58,1536002187235;1;93;3;1;1;48;6;5;2;6;198,396111111111;6;297,71;85;1;2
010150015011021;010150015011;58,1536002187235;1;93;3;1;1;28;6;3;2;5;100,541333333333;2;280,12; ;1;1
010150015011041;010150015011;58,1536002187235;1;93;3;1;1;45;6;3;2;6;138,888333333333;4;191,95;161,67;1;1
010150015011051;010150015011;58,1536002187235;1;93;3;1;1;50;6;4;4;9;89,5922222222222;2;169,33; ;1;1
010150015011061;010150015011;58,1536002187235;1;93;3;1;1;22;6;3;1;3;200,907777777778;6;116,84; ;1;1
010150015011071;010150015011;58,1536002187235;1;93;3;1;1;37;6;5;2;4;619,099166666667;10;40,56;69,17;1;2
010150015011081;010150015011;58,1536002187235;1;93;3;1;1;72;6;3;2;4;144,5625;4;204,49; ;1;1
010150015011091;010150015011;58,1536002187235;1;93;3;1;1;60;6;4;2;5;240,5;7;205,6;41,67;1;2
010150015011101;010150015011;58,1536002187235;1;93;3;1;1;33;6;3;1;5;156,266666666667;5;249,98; ;1;1
010150015011111;010150015011;58,1536002187235;1;93;3;1;2;51;6;3;4;7;341,077619047619;8;80,08; ;1;2
010150015011121;010150015011;58,1536002187235;1;93;3;1;1;48;6;3;6;11;202,338484848485;6;600,19;62,08;1;1
010150016002011;010150016002;53,3074668671632;1;93;3;1;1;24;6;4;1;1;356,75;8;39,84; ;1;1
010150016002021;010150016002;53,3074668671632;1;93;3;1;1;32;6;3;2;4;166,625;5;168,75; ;1;1
010150016002031;010150016002;53,3074668671632;1;93;3;1;1;79;6;1;2;2;92,68;2;24,36; ;1;1
010150016002041;010150016002;53,3074668671632;1;93;3;1;2;35;6;3;2;5;152,432666666667;4;58,71; ;1;1
010150016002051;010150016002;53,3074668671632;1;93;3;1;1;34;6;3;2;4;271,960833333333;7;98,7;50;2;2
010150016002061;010150016002;53,3074668671632;1;93;3;1;2;65;6;3;1;1;243,533333333333;7;11,8; ;1;1
010150016002071;010150016002;53,3074668671632;1;93;3;1;1;42;6;4;2;4;176,7;5;155,92; ;5;1
010150016002081;010150016002;53,3074668671632;1;93;3;1;1;51;6;4;3;4;225,120833333333;7;340,66;22,5;1;1
010150016002091;010150016002;53,3074668671632;1;93;3;1;2;36;6;3;2;4;128,0375;3;226,73; ;5;1
010150016002101;010150016002;53,3074668671632;1;93;3;1;2;71;6;3;1;2;92,72;2;16,09; ;1;1
010150016002111;010150016002;53,3074668671632;1;93;3;1;1;28;6;4;2;4;289,086666666667;8;314,01; ;1;1
010150016002121;010150016002;53,3074668671632;1;93;3;1;1;27;6;4;2;3;174,52;5;373,67; ;1;1
010150016005011;010150016005;53,3074668671632;1;93;3;1;1;25;6;5;2;2;1130;10;296,54;45;1;2
010150016005021;010150016005;53,3074668671632;1;93;3;1;1;26;6;4;3;4;555,845833333333;10;34,41;50,83;1;2
010150016005031;010150016005;53,3074668671632;1;93;3;1;1;56;6;3;2;2;330,410833333333;8; ; ;1;1
010150016005041;010150016005;53,3074668671632;1;93;3;1;1;54;6;4;3;6;334,970555555556;8;326,64;286,17;1;2
010150016005051;010150016005;53,3074668671632;1;93;3;1;1;34;6;3;1;5;98,534;2;157,37; ;1;1
010150016005061;010150016005;53,3074668671632;1;93;3;1;1;49;6;5;1;5;206,826666666667;6;177,23;79,16;1;2
010150016005071;010150016005;53,3074668671632;1;93;3;1;1;60;6;4;3;3;303,113333333333;8;111,61; ;1;2
010150016005081;010150016005;53,3074668671632;1;93;3;1;1;33;6;3;1;5;69,998;1;151,7; ;1;1
010150016005091;010150016005;53,3074668671632;1;93;3;1;1;40;6;4;2;5;254,08;7;140,13;250;1;1
010150016005101;010150016005;53,3074668671632;1;93;3;1;1;38;6;4;2;5;261,389666666667;7;270,71;120;1;2
010150016005111;010150016005;53,3074668671632;1;93;3;1;1;84;6;3;4;6;194,855;6;130,64;106,67;1;1
010150016005121;010150016005;53,3074668671632;1;93;3;1;1;23;1;5;2;2;736,696666666667;10;22,64;58,33;1;2
010150016010011;010150016010;53,3074668671632;1;93;3;1;1;24;6;4;2;3;263,316666666667;7;186,85;63,75;1;2
010150016010021;010150016010;53,3074668671632;1;93;3;1;1;48;6;3;2;2;221,06;6;150,85; ;1;1
010150016010031;010150016010;53,3074668671632;1;93;3;1;1;72;6;3;4;4;296,195833333333;8;215,6; ;1;2
010150016010041;010150016010;53,3074668671632;1;93;3;1;2;43;6;4;2;7;271,852380952381;7;391,28;33,75;1;2
010150016010051;010150016010;53,3074668671632;1;93;3;1;1;35;6;4;2;4;230,976666666667;7;82,16; ;1;2
010150016010061;010150016010;53,3074668671632;1;93;3;1;1;49;6;3;3;4;342,581875;8;331,15; ;1;1
010150016010071;010150016010;53,3074668671632;1;93;3;1;1;45;6;5;2;5;168,476666666667;5;212,4;125;1;2
010150016010081;010150016010;53,3074668671632;1;93;3;1;1;42;6;4;2;4;883,156666666667;10;90,24;28,33;1;2
010150016010091;010150016010;53,3074668671632;1;93;3;1;1;30;6;4;4;9;149,006296296296;4;641,93;70;1;1
010150016010101;010150016010;53,3074668671632;1;93;3;1;1;55;6;4;2;4;296,808333333333;8;225,45;76,33;1;1
010150016010111;010150016010;53,3074668671632;1;93;3;1;1;42;6;3;2;4;229,3975;7;119,72; ;1;1
010150016010121;010150016010;53,3074668671632;1;93;3;1;1;62;6;5;1;3;154,61;4;165,25; ;1;1
010150017001011;010150017001;53,3074668671632;1;93;3;1;1;28;6;3;1;3;106,576666666667;3;49,58; ;1;1
010150017001021;010150017001;53,3074668671632;1;93;3;1;1;28;6;1;2;3;221,981111111111;6;46,81; ;2;1
010150017001031;010150017001;53,3074668671632;1;93;3;1;1;49;6;4;3;5;100,232666666667;2;154,18; ;2;1
010150017001041;010150017001;53,3074668671632;1;93;3;1;1;40;7;4;2;6;208,837777777778;6;324,51; ;1;1
010150017001051;010150017001;53,3074668671632;1;93;3;1;2;90;6;1;1;1;216,83;6; ; ;5;2
010150017001061;010150017001;53,3074668671632;1;93;3;1;1;48;6;3;5;6;116,89;3;160,86; ;2;1
010150017001071;010150017001;53,3074668671632;1;93;3;1;2;34;6;3;1;2;185,443333333333;5;219,86; ;2;1
010150017001081;010150017001;53,3074668671632;1;93;3;1;1;43;6;3;1;9;250,808518518519;7;317,82;321,66;2;2
010150017001091;010150017001;53,3074668671632;1;93;3;1;1;28;6;4;2;4;245,225;7;134,21; ;2;2
010150017001101;010150017001;53,3074668671632;1;93;3;1;2;28;6;3;1;3;198,233333333333;6;64,36; ;1;1
010150017001111;010150017001;53,3074668671632;1;93;3;1;2;86;6;1;2;4;244,35;7;225,57;48;2;2
010150017001121;010150017001;53,3074668671632;1;93;3;1;1;29;6;4;2;6;189,343194444444;6;218,27;114,66;2;2
010150017003011;010150017003;53,3074668671632;1;93;3;1;2;68;6;3;1;1;162,431666666667;5;58,27; ;1;1
010150017003021;010150017003;53,3074668671632;1;93;3;1;1;38;6;4;3;6;195,976666666667;6;177,78; ;2;2
010150017003031;010150017003;53,3074668671632;1;93;3;1;1;23;6;4;2;6;79,0555555555556;2;117,54;90;1;1
010150017003041;010150017003;53,3074668671632;1;93;3;1;1;36;6;3;3;5;188,533333333333;6;193,71;30;1;2
010150017003051;010150017003;53,3074668671632;1;93;3;1;1;85;6;3;1;1;191,44;6;19,31; ;1;1
010150017003061;010150017003;53,3074668671632;1;93;3;1;2;28;6;3;1;8;71,9175;1;354,02;40;2;1
010150017003062;010150017003;53,3074668671632;1;93;3;1;1;23;6;3;3;6;60,1255555555556;1;219,43; ;1;1
010150017003071;010150017003;53,3074668671632;1;93;3;1;2;90;6;1; ;2;135,025;4; ; ;1;1
010150017003081;010150017003;53,3074668671632;1;93;3;1;1;26;6;4;2;3;326;8;234,73; ;1;1
010150017003091;010150017003;53,3074668671632;1;93;3;1;1;45;6;3;1;4;147,916666666667;4;263,14;80,83;1;1
010150017003101;010150017003;53,3074668671632;1;93;3;1;1;41;6;4;1;3;417,190277777778;9;226,01;42,5;1;2
010150017003111;010150017003;53,3074668671632;1;93;3;1;1;53;6;3;3;5;185,008666666667;5;322,51; ;2;2
010150017003121;010150017003;53,3074668671632;1;93;3;1;1;61;6;2;5;6;195,755555555556;6;202,27; ;1;1
010150017006011;010150017006;53,3074668671632;1;93;3;1;1;52;6;3;2;5;268,856;7;204,24; ;1;2
010150017006021;010150017006;53,3074668671632;1;93;3;1;1;30;6;4;1;5;99,5846666666667;2;172,77; ;1;2
010150017006031;010150017006;53,3074668671632;1;93;3;1;1;33;6;4;1;1;631,173333333333;10;61,55;8;1;2
010150017006041;010150017006;53,3074668671632;1;93;3;1;1;41;6;3;2;3;539,87;9;200,06; ;1;2
010150017006051;010150017006;53,3074668671632;1;93;3;1;2;45;6;4;2;2;602,998333333333;10;209,04; ;1;2
010150017006061;010150017006;53,3074668671632;1;93;3;1;1;24;6;3;2;5;108,484;3;84,72;37,08;1;1
010150017006071;010150017006;53,3074668671632;1;93;3;1;1;67;6;3;5;8;204,205416666667;6;242,27; ;1;1
010150017006081;010150017006;53,3074668671632;1;93;3;1;1;36;4;4;1;4;161,623333333333;5;72,43; ;1;2
010150017006091;010150017006;53,3074668671632;1;93;3;1;1;42;6;4;5;7;139,938095238095;4;96,96;27,5;1;1
010150017006101;010150017006;53,3074668671632;1;93;3;1;1;41;6;4;2;5;485,016;9;78,84;93,92;1;2
010150017006111;010150017006;53,3074668671632;1;93;3;1;1;32;6;3;1;4;80,4391666666667;2;22,77;8;1;2
010150017006121;010150017006;53,3074668671632;1;93;3;1;1;27;7;5;1;5;268,533333333333;7;96,32;120,84;1;2
010150018004011;010150018004;53,3074668671632;1;93;3;1;1;57;6;3;2;6;219,388888888889;6;523,16;150;1;2
010150018004021;010150018004;53,3074668671632;1;93;3;1;1;50;6;3;3;6;158,416666666667;5;403,71;28,75;1;1
010150018004031;010150018004;53,3074668671632;1;93;3;1;1;35;6;3;2;5;138;4;233,24; ;2;2
010150018004041;010150018004;53,3074668671632;1;93;3;1;2;64;6;3;1;1;458,79;9;67,11; ;1;2
010150018004051;010150018004;53,3074668671632;1;93;3;1;1;51;6;3;2;2;210,978333333333;6;69,14; ;1;1
010150018004061;010150018004;53,3074668671632;1;93;3;1;1;77;6;3;2;2;453,835;9;126,41;225;1;1
