distrito,muni,localida,pobtotal,vp,vpcontv
14,4,16,1553,369,233
14,4,17,313,64,6
14,4,18,1270,282,105
14,4,19,2108,431,141
14,4,20,333,54,26
14,4,21,471,91,55
14,4,22,24,8,0
14,4,23,14,3,1
14,4,24,50,11,9
14,4,25,16,5,0
14,4,26,165,32,5
14,4,27,320,63,20
14,4,28,20,3,1
14,4,29,18,3,0
14,4,30,12,3,3
14,4,31,23,9,2
14,4,32,29,4,0
14,4,33,22,5,1
14,4,34,18,3,0
14,4,35,27,5,3
14,4,36,20,6,1
14,4,37,13,3,0
14,4,38,325,69,14
14,4,39,169,38,11
14,5,1,1724,364,80
14,5,2,1265,228,100
14,5,3,1507,291,146
14,5,4,554,120,4
14,5,5,1080,225,1
14,5,6,1005,181,51
14,5,7,615,122,12
14,5,8,429,75,10
14,5,9,1069,208,65
14,5,10,606,115,0
14,5,11,773,157,14
14,5,12,1240,235,21
14,5,13,723,144,3
14,5,14,830,149,30
14,5,15,231,45,6
14,5,16,86,21,0
14,5,17,275,48,7
14,5,18,330,72,0
14,5,19,52,13,0
14,5,20,936,173,27
14,5,21,153,32,0
14,5,22,256,46,3
14,5,23,96,19,4
14,5,24,15,3,0
14,5,25,406,74,23
14,5,26,290,44,10
14,5,27,161,28,11
14,5,28,262,51,24
14,5,29,22,5,0
14,5,30,58,13,0
14,5,31,41,5,0
14,6,1,2266,435,13
14,6,2,774,159,4
14,6,3,96,18,0
14,7,1,3424,698,31
14,7,2,920,192,12
14,7,3,476,113,6
14,7,4,84,13,0
14,7,5,18,3,0
14,7,6,125,24,0
14,7,7,74,14,0
14,7,8,65,9,0
14,7,9,36,6,0
14,7,10,16,3,0
14,7,11,12,3,0
14,7,12,43,10,0
14,7,13,39,6,0
14,8,1,935,200,33
14,8,2,67,15,0
14,8,3,634,127,27
14,8,4,60,12,1
14,8,5,69,15,0
14,9,1,1712,369,198
14,9,2,442,90,4
14,9,3,465,104,14
14,9,4,402,100,21
14,9,5,554,119,6
14,9,6,74,15,0
14,9,7,516,92,12
14,9,8,155,35,1
14,9,9,75,18,0
14,9,10,48,12,0
14,9,11,67,17,0
14,9,12,143,27,0
14,9,13,77,16,0
14,9,14,80,19,1
14,9,15,80,15,0
14,9,16,34,8,1
14,9,17,11,3,0
14,9,18,20,4,0
14,9,19,17,4,1
14,9,20,32,6,0
14,9,21,47,10,2
14,9,22,217,44,0
14,9,23,72,14,2
14,9,24,28,5,3
14,9,25,13,6,2
14,9,26,55,12,4
14,9,27,68,11,0
14,10,1,875,254,63
14,10,2,1212,264,56
14,10,3,547,132,25
14,10,4,26,8,1
14,11,1,981,188,72
14,11,2,186,37,10
14,11,3,181,37,0
14,11,4,94,19,0
14,11,5,331,56,0
14,11,6,119,26,0
14,11,7,172,35,0
14,11,8,33,7,0
14,11,9,69,11,0
14,11,10,461,99,19
14,11,11,15,3,0
14,11,12,25,5,0
14,11,13,40,7,0
14,11,14,36,7,0
14,12,1,2735,508,250
14,12,2,333,62,16
14,12,3,290,59,0
14,12,4,355,68,6
14,12,5,534,102,6
14,12,6,719,134,14
14,12,7,215,43,4
14,12,8,63,11,0
14,12,9,407,70,17
14,12,10,227,47,0
14,12,11,369,79,3
14,12,12,146,31,0
14,12,13,63,11,0
14,12,14,47,7,0
14,12,15,203,42,0
14,12,16,63,13,0
14,12,17,389,76,4
14,12,18,69,18,0
14,12,19,70,11,0
14,12,20,154,31,0
14,12,21,119,23,0
14,12,22,118,26,0
14,12,23,98,20,1
14,12,24,30,6,0
14,12,25,67,10,0
14,12,26,83,13,0
14,12,27,110,22,1
14,12,28,41,11,0
14,12,29,36,7,1
14,12,30,135,25,4
14,12,31,99,23,4
14,13,1,490,109,40
14,13,2,522,108,7
14,13,3,225,49,0
14,13,4,343,71,1
14,13,5,32,7,0
14,13,6,262,54,0
14,13,7,87,14,0
14,13,8,83,14,0
14,13,9,231,48,1
14,13,10,60,10,0
14,13,11,114,20,0
14,13,12,12,3,0
14,13,13,26,5,0
14,13,14,74,13,0
14,13,15,134,26,0
14,13,16,40,9,2
14,13,17,19,4,0
14,14,1,948,204,34
14,14,2,33,6,0
14,14,3,131,24,0
14,14,4,21,5,0
14,14,5,28,5,0
14,14,6,34,4,0
14,15,1,2031,426,136
14,15,2,1279,253,1
14,15,3,895,171,45
14,15,4,57,9,0
14,15,5,29,6,0
14,15,6,22,6,0
14,15,7,69,11,0
14,15,8,21,5,0
14,15,9,16,3,0
14,15,10,18,4,0
14,15,11,31,6,0
14,15,12,25,7,0
14,15,13,31,6,0
14,15,14,19,4,0
14,15,15,78,15,0
14,15,16,58,18,3
14,15,17,162,29,9
14,15,18,94,20,2
14,15,19,19,3,0
14,16,1,1140,226,41
14,16,2,324,71,10
14,16,3,235,49,5
14,16,4,293,55,6
14,16,5,526,109,19
14,16,6,157,27,0
14,16,7,113,25,0
14,16,8,226,51,1
14,16,9,259,50,1
14,16,10,171,38,1
14,16,11,42,9,1
14,16,12,126,26,2
14,16,13,154,35,0
14,16,14,21,5,0
14,16,15,77,19,0
14,16,16,63,14,1
14,16,17,77,19,0
14,17,1,1697,351,167
14,17,2,491,102,21
14,17,3,176,31,2
14,17,4,840,156,40
14,17,5,210,45,21
14,17,6,269,59,16
14,17,7,276,58,27
14,17,8,489,102,17
14,17,9,268,53,12
14,17,10,273,63,22
14,17,11,496,100,30
14,17,12,11,3,0
14,17,13,107,22,0
14,17,14,23,4,1
15,1,1,834,170,116
15,1,2,1085,135,8
15,1,3,108,20,12
15,1,4,485,70,23
15,1,5,290,60,40
15,1,6,45,7,1
15,1,7,239,43,11
15,1,8,15,3,2
15,1,9,39,8,1
15,1,10,22,4,0
15,1,11,14,4,0
15,1,12,106,19,16
15,2,1,743,174,87
15,2,2,82,17,2
15,2,3,113,20,10
15,2,4,638,112,24
15,2,5,353,66,4
15,2,6,14,3,2
15,2,7,110,17,4
15,2,8,58,12,5
15,2,9,595,114,39
15,2,10,195,33,6
15,2,11,192,34,5
15,2,12,113,25,3
15,2,13,199,32,3
15,2,14,127,26,6
15,2,15,180,33,11
15,2,16,53,10,0
15,2,17,29,6,0
15,2,18,17,4,1
15,2,19,118,21,0
15,2,20,39,8,3
15,2,21,78,16,1
15,2,22,19,4,0
15,2,23,61,9,3
15,2,24,22,5,0
15,2,25,22,4,0
15,3,1,8997,1956,1634
15,3,2,212,42,19
15,3,3,199,37,21
15,3,4,997,217,72
15,3,5,312,72,28
15,3,6,403,77,37
15,3,7,654,173,71
15,3,8,699,131,47
15,3,9,125,35,6
15,3,10,231,55,32
15,3,11,541,128,81
15,3,12,179,38,2
15,3,13,258,46,27
15,3,14,346,64,18
15,3,15,277,59,38
15,3,16,164,32,7
15,3,17,979,201,67
15,3,18,339,65,14
15,3,19,540,111,27
15,3,20,755,139,40
15,3,21,549,100,27
15,3,22,431,96,31
15,3,23,370,77,47
15,3,24,344,69,18
15,3,25,301,54,16
15,3,26,649,150,10
15,3,27,417,78,50
15,3,28,625,145,38
15,3,29,181,35,15
15,3,30,194,29,15
15,3,31,102,21,7
15,3,32,53,10,0
15,3,33,1279,270,197
15,3,34,169,29,17
15,3,35,372,88,12
15,3,36,222,43,15
15,3,37,80,18,1
15,3,38,143,23,5
15,3,39,31,9,0
15,3,40,49,11,0
15,3,41,166,37,8
15,3,42,38,8,1
15,3,43,17,4,2
15,3,44,135,32,9
15,3,45,49,13,3
15,3,46,30,6,0
15,3,47,107,20,5
15,3,48,35,6,1
15,3,49,205,35,3
15,3,50,286,64,25
15,3,51,67,13,0
15,3,52,28,9,0
15,3,53,124,36,7
15,3,54,74,12,5
15,3,55,369,74,18
15,3,56,45,7,0
15,3,57,34,6,3
15,3,58,33,7,3
15,3,59,30,8,5
15,3,60,64,14,2
15,3,61,34,4,0
15,3,62,18,4,0
15,3,63,21,5,0
15,3,64,88,22,0
15,3,65,37,9,1
15,3,66,18,4,1
15,3,67,32,8,5
15,3,68,27,5,1
15,3,69,25,6,4
15,3,70,21,4,0
15,3,71,83,12,4
15,3,72,86,17,14
15,3,73,188,40,29
15,3,74,18,3,0
15,4,1,1290,284,185
15,4,2,456,87,67
15,4,3,621,103,41
15,4,4,368,69,26
15,4,5,351,60,31
15,4,6,169,30,16
15,4,7,36,7,0
15,4,8,53,12,0
15,4,9,41,8,5
15,4,10,151,26,12
15,5,1,341,79,33
15,5,2,102,24,5
15,5,3,222,46,14
15,5,4,111,19,1
15,5,5,255,48,25
15,5,6,16,3,0
15,5,7,31,5,1
15,5,8,169,32,13
15,5,9,59,13,4
15,5,10,66,12,5
15,5,11,121,24,7
15,5,12,58,10,2
15,5,13,25,5,3
15,5,14,99,19,4
15,5,15,23,3,0
15,5,16,48,8,0
15,5,17,57,11,0
15,5,18,30,4,1
15,5,19,55,12,3
15,5,20,32,5,2
15,5,21,58,11,5
15,5,22,142,29,1
15,5,23,69,13,0
15,5,24,43,8,0
15,5,25,133,22,3
15,5,26,34,5,2
15,5,27,11,3,1
15,5,28,12,3,3
15,5,29,284,50,17
15,5,30,27,5,2
15,5,31,79,17,3
15,5,32,14,4,0
15,5,33,17,3,0
15,5,34,110,20,12
15,5,35,14,3,2
15,5,36,38,6,0
15,5,37,27,5,1
15,5,38,68,12,1
15,6,1,3797,734,247
15,6,2,587,101,26
15,6,3,277,52,30
15,6,4,80,16,0
15,6,5,19,3,0
15,6,6,142,24,2
15,6,7,184,36,2
15,6,8,243,47,10
15,7,1,704,141,61
15,7,2,111,27,7
15,7,3,413,90,12
15,7,4,441,84,14
15,7,5,635,140,14
15,7,6,77,16,0
15,7,7,528,91,17
15,7,8,367,65,2
15,7,9,57,13,0
15,7,10,131,31,7
15,7,11,321,53,9
15,7,12,1389,233,89
15,7,13,304,58,14
15,7,14,155,31,1
15,7,15,29,6,0
15,7,16,51,10,0
15,7,17,308,61,3
15,7,18,55,11,0
15,7,19,142,33,2
15,7,20,17,3,0
15,7,21,41,8,0
15,7,22,84,16,0
15,7,23,66,14,0
15,7,24,302,57,2
15,7,25,12,3,0
15,7,26,31,6,0
15,7,27,74,14,0
15,7,28,102,22,1
15,7,29,62,15,0
15,7,30,33,9,0
15,7,31,52,11,0
15,7,32,45,11,0
15,7,33,101,21,0
15,7,34,60,13,0
15,7,35,209,35,0
15,7,36,70,11,0
15,7,37,36,6,0
15,7,38,27,5,0
15,7,39,14,5,0
15,7,40,110,21,2
15,7,41,34,6,2
15,7,42,43,6,0
15,7,43,70,12,2
15,7,44,65,14,0
15,7,45,140,34,1
15,7,46,13,3,0
15,7,47,224,43,1
15,7,48,7,3,0
15,7,49,31,8,0
15,7,50,53,13,0
15,7,51,159,32,0
15,7,52,11,3,0
15,7,53,25,6,0
15,7,54,40,7,0
15,7,55,156,27,0
15,7,56,68,12,0
15,7,57,27,6,0
15,7,58,76,12,0
15,7,59,75,19,5
15,7,60,22,4,0
15,7,61,275,58,3
15,7,62,148,27,1
15,7,63,22,4,0
15,7,64,167,37,6
15,7,65,135,25,0
15,7,66,44,6,1
15,7,67,15,4,0
15,7,68,26,4,0
15,7,69,28,5,0
15,7,70,20,4,0
15,7,71,12,3,0
15,7,72,16,4,0
15,7,73,60,13,7
15,7,74,34,7,2
15,7,75,13,3,0
15,7,76,77,16,1
15,7,77,20,4,0
15,7,78,18,5,1
15,7,79,26,4,0
15,7,80,28,6,0
15,7,81,16,3,0
15,7,82,8,3,0
15,7,83,30,4,0
15,7,84,94,19,4
15,7,85,78,12,0
15,7,86,51,11,1
15,7,87,122,22,1
15,8,1,201,48,10
15,8,2,85,16,0
15,8,3,277,59,15
15,8,4,235,52,2
15,8,5,435,78,0
15,8,6,449,103,32
15,8,7,890,166,7
15,8,8,610,131,24
15,8,9,217,48,7
15,8,10,700,130,14
15,8,11,119,26,1
15,8,12,127,21,0
15,8,13,104,22,1
15,8,14,359,64,14
15,8,15,355,85,20
15,8,16,111,22,0
15,8,17,177,40,4
15,8,18,156,35,4
15,8,19,102,31,4
15,8,20,21,7,1
15,8,21,68,20,1
15,8,22,253,55,0
15,8,23,15,4,0
15,8,24,91,18,0
15,8,25,32,6,0
15,8,26,68,14,0
15,8,27,242,48,0
15,8,28,66,14,0
15,8,29,29,7,0
15,8,30,69,10,0
15,9,1,1723,327,88
15,9,2,26,6,0
15,9,3,147,25,2
15,9,4,15,4,2
15,9,5,1506,246,86
15,9,6,8,3,0
15,9,7,1335,279,99
15,9,8,147,28,3
15,10,1,4215,757,342
15,10,2,578,107,21
15,10,3,439,71,23
15,10,4,1657,376,78
15,10,5,20,3,0
15,10,6,331,56,14
15,10,7,282,53,14
15,10,8,499,120,46
15,10,9,980,191,62
15,10,10,215,43,11
15,10,11,61,10,0
15,10,12,284,59,30
15,10,13,492,78,18
15,10,14,204,33,10
15,10,15,149,24,4
15,10,16,1112,201,92
15,10,17,605,88,44
15,10,18,22,5,1
15,10,19,46,7,0
15,10,20,229,32,10
15,10,21,166,28,3
15,10,22,170,31,6
15,10,23,594,106,14
15,10,24,340,76,31
15,10,25,690,144,61
15,10,26,764,176,36
15,10,27,112,22,7
15,10,28,23,4,1
15,10,29,72,13,0
15,10,30,21,4,0
15,10,31,13,4,0
15,10,32,11,3,0
15,10,33,21,4,0
16,1,1,1876,435,260
16,1,2,339,81,29
16,1,3,557,143,26
16,1,4,251,61,13
16,1,5,758,186,47
16,1,6,158,30,13
16,1,7,178,43,8
16,1,8,294,68,18
16,1,9,151,38,4
16,1,10,94,26,11
16,1,11,352,103,18
16,1,12,82,19,3
16,1,13,829,204,103
16,1,14,110,29,3
16,1,15,362,80,8
16,1,16,373,76,5
16,1,17,134,31,8
16,1,18,452,109,49
16,1,19,202,36,15
16,1,20,48,14,8
16,1,21,100,19,1
16,1,22,126,27,11
16,2,1,249,62,13
16,2,2,272,54,10
16,2,3,315,71,6
16,2,4,476,102,16
16,2,5,348,70,5
16,2,6,139,29,0
16,2,7,243,43,1
16,2,8,28,7,1
16,2,9,102,20,3
16,2,10,164,35,9
16,2,11,83,18,0
16,2,12,70,16,0
16,2,13,209,56,3
16,2,14,222,43,2
16,2,15,70,15,0
16,2,16,17,8,4
16,2,17,78,17,0
16,2,18,26,6,0
16,2,19,216,38,4
16,2,20,18,5,0
16,2,21,41,11,0
16,2,22,74,14,3
16,2,23,13,3,0
16,3,1,312,104,44
16,3,2,32,14,0
16,3,3,69,22,3
16,3,4,68,26,4
16,3,5,117,39,1
16,3,6,14,4,0
16,3,7,53,17,4
16,3,8,5,3,0
16,3,9,3,3,0
16,3,10,58,18,6
16,3,11,20,5,2
16,4,1,52,9,2
16,4,2,145,32,14
16,4,3,110,21,0
16,4,4,144,29,5
16,4,5,200,42,3
16,4,6,147,39,1
16,4,7,110,19,1
16,4,8,72,18,0
16,4,9,275,56,2
16,4,10,107,23,3
16,5,1,493,139,19
16,5,2,18,4,0
16,6,1,466,94,4
16,6,2,91,26,1
16,6,3,296,61,4
16,6,4,163,36,7
16,6,5,131,29,0
16,6,6,21,4,0
16,7,1,275,67,16
16,7,2,46,12,0
16,7,3,390,95,7
16,7,4,330,64,4
16,7,5,276,57,13
16,7,6,265,63,22
16,7,7,264,54,5
16,7,8,233,58,10
16,7,9,132,34,1
16,7,10,121,30,7
16,7,11,384,88,6
16,7,12,12,3,0
16,7,13,62,12,0
16,7,14,39,10,2
16,7,15,28,8,0
16,7,16,37,8,2
16,7,17,52,10,0
16,7,18,44,12,4
16,7,19,54,9,2
16,7,20,18,4,0
16,7,21,47,9,0
16,7,22,105,23,0
16,7,23,14,3,0
16,7,24,16,3,0
16,7,25,14,5,0
16,7,26,47,13,1
16,7,27,10,3,0
16,7,28,10,4,0
16,7,29,18,5,0
16,7,30,11,3,0
16,7,31,36,5,0
16,7,32,10,4,0
16,8,1,151,56,20
16,8,2,17,6,0
16,8,3,44,13,4
16,8,4,54,18,5
16,8,5,20,11,1
16,8,6,135,40,11
16,8,7,93,27,10
16,8,8,17,6,0
16,9,1,195,48,5
16,9,2,139,28,2
16,9,3,586,82,17
16,9,4,647,96,14
16,9,5,477,101,4
16,9,6,338,62,7
16,9,7,557,100,2
16,9,8,536,96,12
16,9,9,407,69,10
16,9,10,128,28,4
16,9,11,287,67,8
16,9,12,483,79,14
16,9,13,485,82,12
16,9,14,141,23,6
16,9,15,259,42,14
16,9,16,310,47,5
16,9,17,78,12,1
16,9,18,249,43,8
16,9,19,178,36,6
16,9,20,30,5,0
16,9,21,55,12,0
16,9,22,69,15,1
16,9,23,116,20,0
16,10,1,551,119,4
16,10,2,12,4,0
16,11,1,129,35,16
16,11,2,65,17,10
16,11,3,167,43,23
16,11,4,18,5,1
16,11,5,35,12,4
16,11,6,47,11,3
16,11,7,288,69,34
16,11,8,83,20,12
16,11,9,31,8,5
16,11,10,22,6,4
16,11,11,165,38,21
16,11,12,28,8,4
16,12,1,1442,270,82
16,12,2,307,59,24
16,12,3,625,150,36
16,12,4,110,22,1
16,12,5,130,26,9
16,13,1,862,198,28
16,13,2,671,138,0
16,13,3,118,29,3
16,13,4,149,38,0
16,13,5,38,7,1
16,14,1,393,113,21
16,14,2,159,47,4
16,14,3,155,35,9
16,14,4,69,14,1
16,14,5,104,28,4
16,15,1,685,163,71
16,15,2,289,75,5
16,15,3,381,89,23
16,15,4,706,190,34
16,15,5,294,88,17
16,15,6,226,61,11
16,15,7,116,24,12
16,15,8,271,71,11
16,15,9,464,99,28
16,15,10,38,16,4
16,15,11,11,5,0
16,15,12,11,6,1
16,15,13,72,16,7
16,15,14,47,17,0
16,15,15,24,4,1
16,16,1,322,64,16
16,16,2,247,45,3
16,16,3,323,62,2
16,16,4,381,70,15
16,16,5,61,14,3
16,16,6,128,24,0
16,16,7,82,13,0
16,16,8,126,22,3
16,16,9,44,8,0
16,16,10,170,35,5
16,16,11,158,25,0
16,16,12,378,80,14
16,16,13,37,7,0
16,16,14,18,4,0
16,16,15,14,3,0
16,17,1,288,78,23
16,17,2,428,105,15
16,17,3,287,72,7
16,17,4,181,42,5
16,17,5,60,13,1
16,17,6,76,24,5
16,17,7,106,27,14
16,17,8,112,29,1
16,17,9,17,4,0
16,18,1,294,84,29
16,18,2,219,54,15
16,18,3,39,10,2
16,18,4,86,23,0
16,19,1,255,63,27
16,19,2,281,69,28
16,19,3,26,6,0
16,19,4,46,10,0
16,19,5,42,8,1
16,19,6,21,5,0
16,19,7,27,7,2
16,19,8,20,6,0
16,20,1,419,119,40
16,20,2,68,17,2
16,20,3,204,56,5
16,20,4,115,40,4
16,20,5,25,9,2
16,20,6,27,9,0
16,21,1,257,69,13
16,21,2,123,30,10
16,21,3,61,10,0
16,21,4,140,42,2
16,21,5,103,29,0
16,21,6,96,16,2
16,21,7,45,10,3
16,21,8,225,51,4
16,21,9,128,38,2
16,21,10,121,33,3
16,21,11,133,29,0
16,21,12,190,42,2
16,21,13,72,15,0
16,21,14,68,25,1
16,21,15,44,13,0
16,21,16,42,10,0
16,22,1,237,46,16
16,22,2,196,47,4
16,22,3,657,131,34
16,22,4,206,41,13
16,22,5,133,25,11
16,22,6,202,48,7
16,22,7,91,15,2
16,22,8,32,7,0
16,22,9,102,20,1
16,22,10,63,12,4
16,22,11,78,14,5
16,22,12,87,17,7
16,22,13,62,16,3
16,22,14,84,15,5
16,22,15,99,22,1
16,22,16,47,10,1
16,22,17,59,7,4
16,22,18,27,7,0
16,22,19,53,13,3
16,22,20,104,19,0
16,22,21,53,11,0
16,23,1,435,120,7
16,23,2,357,77,0
16,23,3,94,23,0
16,23,4,27,6,0
16,23,5,26,7,0
16,23,6,67,14,0
16,23,7,29,6,0
16,23,8,21,5,0
16,23,9,11,4,0
16,23,10,14,3,0
16,23,11,62,16,0
16,24,1,57,14,9
16,24,2,268,57,5
16,24,3,15,4,1
16,24,4,201,50,17
16,24,5,26,7,1
16,25,1,13856,3115,2503
16,25,2,265,48,14
16,25,3,162,36,29
16,25,4,307,73,15
16,25,5,125,29,9
16,25,6,176,36,7
16,25,7,100,20,3
16,25,8,183,39,1
16,25,9,254,57,18
16,25,10,176,29,12
16,25,11,343,77,40
16,25,12,571,95,25
16,25,13,211,42,11
16,25,14,211,44,11
16,25,15,324,72,19
16,25,16,272,52,38
16,25,17,527,88,6
16,25,18,301,69,6
16,25,19,322,58,28
16,25,20,312,60,45
16,25,21,304,68,41
16,25,22,682,139,27
16,25,23,62,13,11
16,25,24,275,61,31
16,25,25,54,13,9
16,25,26,132,31,16
16,25,27,204,40,17
16,25,28,788,163,119
16,25,29,97,26,11
16,25,30,230,48,27
16,25,31,529,109,73
16,25,32,336,68,11
16,25,33,142,33,16
16,25,34,59,18,6
16,25,35,91,22,12
16,25,36,331,75,36
16,25,37,186,35,15
16,25,38,20,6,4
16,25,39,309,55,33
16,25,40,147,24,7
16,25,41,226,39,12
16,25,42,145,26,14
16,25,43,167,27,13
16,25,44,148,28,16
16,25,45,458,95,67
16,25,46,101,21,12
16,25,47,185,38,8
16,25,48,67,14,10
16,25,49,141,27,9
16,25,50,285,57,14
16,25,51,66,15,2
16,25,52,58,12,6
16,25,53,38,8,6
16,25,54,137,32,19
16,25,55,130,27,19
16,25,56,21,4,2
16,25,57,39,6,1
16,25,58,82,17,12
16,25,59,25,6,3
16,25,60,195,35,21
16,25,61,24,4,0
16,25,62,18,6,1
16,25,63,23,4,2
16,25,64,153,24,8
16,25,65,85,19,14
16,25,66,14,3,0
16,25,67,30,7,2
16,25,68,52,10,5
16,25,69,31,7,1
16,25,70,101,20,4
16,25,71,50,9,3
16,25,72,163,36,26
16,25,73,91,15,1
16,25,74,23,5,0
16,25,75,49,11,1
16,25,76,181,36,4
16,25,77,35,6,4
16,25,78,65,13,0
16,25,79,169,33,17
16,25,80,22,4,0
16,25,81,50,10,4
16,25,82,60,10,3
16,25,83,111,17,12
16,25,84,29,7,5
16,25,85,228,46,21
16,25,86,256,58,42
16,25,87,192,43,30
16,25,88,26,4,2
16,26,1,48,12,5
16,26,2,104,29,11
16,26,3,56,12,6
16,26,4,37,7,4
16,26,5,41,10,1
16,26,6,26,7,3
16,26,7,21,4,1
16,26,8,14,3,0
16,26,9,57,11,3
16,26,10,10,4,3
16,27,1,234,71,2
16,27,2,38,13,0
16,28,1,248,65,13
16,28,2,117,19,0
16,28,3,67,17,0
16,28,4,14,3,0
16,28,5,16,3,0
16,29,1,161,34,5
16,29,2,444,97,15
16,29,3,327,69,9
16,29,4,252,47,1
16,29,5,27,6,0
16,29,6,12,3,0
16,30,1,114,22,7
16,30,2,429,85,48
16,30,3,786,157,78
16,30,4,457,74,22
16,30,5,346,77,44
16,30,6,206,39,21
16,30,7,326,77,25
16,30,8,374,72,37
16,30,9,253,48,21
16,30,10,103,16,7
16,30,11,90,15,8
16,30,12,187,28,10
16,30,13,75,10,4
16,30,14,50,10,4
16,30,15,82,17,6
16,30,16,120,25,6
16,30,17,172,34,14
16,30,18,57,9,4
16,30,19,22,7,0
16,30,20,93,20,12
16,30,21,59,10,6
16,30,22,200,41,23
16,30,23,86,18,11
16,30,24,174,32,20
16,30,25,91,16,15
16,30,26,121,20,10
16,30,27,88,18,15
16,30,28,172,30,17
16,30,29,67,10,6
16,30,30,101,21,8
16,30,31,66,13,5
16,30,32,325,67,42
16,30,33,117,24,11
16,30,34,35,8,0
16,30,35,59,10,5
16,30,36,213,38,16
16,30,37,43,8,2
16,30,38,40,6,3
16,30,39,87,14,1
16,30,40,79,15,6
16,31,1,77,20,5
16,31,2,116,28,12
16,31,3,45,14,3
16,31,4,148,39,10
16,31,5,136,29,4
16,31,6,76,17,2
16,31,7,100,21,2
16,31,8,113,25,6
16,31,9,47,11,3
16,31,10,65,15,6
16,31,11,14,5,1
16,31,12,34,7,2
16,31,13,26,4,2
16,31,14,22,3,0
16,32,1,394,101,24
16,32,2,265,57,8
16,32,3,141,35,2
16,32,4,701,146,44
16,32,5,120,23,3
16,32,6,320,68,5
16,32,7,139,35,1
16,32,8,312,85,22
16,32,9,10,3,0
16,32,10,31,5,0
16,32,11,98,22,1
16,32,12,54,10,0
16,32,13,32,7,1
16,32,14,17,3,0
16,32,15,75,14,4
16,32,16,24,7,0
16,32,17,36,7,1
16,32,18,25,8,0
16,32,19,66,18,0
16,32,20,16,4,0
16,33,1,891,218,77
16,33,2,493,108,8
16,33,3,233,58,2
16,33,4,634,164,25
16,33,5,421,81,2
16,33,6,579,156,32
16,33,7,375,91,2
16,33,8,195,48,7
16,33,9,600,164,32
16,33,10,386,85,1
16,33,11,428,91,3
16,33,12,199,44,4
16,33,13,211,34,4
16,33,14,347,72,4
16,33,15,63,13,1
16,33,16,331,86,12
16,33,17,170,39,4
16,33,18,89,27,2
16,33,19,148,35,4
16,33,20,107,33,0
16,33,21,63,13,1
16,33,22,143,34,0
16,33,23,90,24,3
16,33,24,48,12,3
16,33,25,34,14,1
16,33,26,80,16,1
16,33,27,49,11,0
16,33,28,98,26,3
16,33,29,11,3,0
16,33,30,23,4,0
16,34,1,269,55,13
16,34,2,130,28,4
16,34,3,114,24,5
16,34,4,100,20,7
16,34,5,81,17,0
16,34,6,160,31,2
16,34,7,24,8,0
16,35,1,227,51,31
16,35,2,219,46,13
16,35,3,576,105,23
16,35,4,222,46,13
16,35,5,429,83,13
16,35,6,99,21,5
16,35,7,209,39,14
16,35,8,255,49,12
16,35,9,313,55,16
16,35,10,204,41,15
16,35,11,373,70,17
16,35,12,463,91,10
16,35,13,226,50,37
16,35,14,149,28,8
16,35,15,123,23,4
16,35,16,52,13,2
17,1,1,1377,320,98
17,1,2,405,94,28
17,1,3,195,54,1
17,1,4,205,51,17
17,1,5,125,24,6
17,1,6,699,104,31
17,1,7,38,8,0
17,1,8,122,23,5
17,1,9,17,7,0
17,1,10,10,3,0
17,1,11,11,5,0
17,1,12,70,15,0
17,1,13,39,10,0
17,1,14,18,4,0
17,1,15,64,8,0
17,1,16,10,3,0
17,1,17,8,4,0
17,1,18,37,10,0
17,1,19,70,11,0
17,1,20,18,4,0
17,1,21,49,8,1
17,1,22,131,18,1
17,1,23,19,4,0
17,1,24,141,21,0
17,1,25,75,11,0
17,1,26,32,10,3
17,1,27,10,3,0
17,1,28,12,5,0
17,1,29,6,3,0
17,1,30,26,3,0
17,1,31,18,3,0
17,1,32,15,3,0
17,1,33,64,7,1
17,1,34,12,3,0
17,1,35,31,4,1
17,1,36,15,3,0
17,1,37,10,3,0
17,1,38,32,8,1
17,1,39,79,24,0
17,2,1,1186,236,65
17,2,2,219,37,2
17,2,3,126,27,1
17,2,4,516,93,1
17,2,5,510,98,19
17,2,6,379,64,4
17,2,7,213,39,2
17,2,8,53,10,0
17,3,1,240,30,8
17,3,2,320,50,8
17,3,3,81,13,0
17,3,4,66,9,2
17,3,5,26,4,0
17,3,6,41,4,0
17,3,7,95,15,4
17,3,8,24,3,0
17,3,9,95,15,2
17,3,10,16,3,1
17,3,11,33,5,0
17,3,12,129,21,1
17,3,13,87,12,2
17,3,14,21,4,1
17,4,1,522,87,53
17,4,2,413,69,22
17,4,3,434,66,24
17,4,4,248,46,15
17,4,5,109,18,7
17,4,6,154,29,3
17,4,7,13,3,1
17,4,8,15,4,0
17,4,9,146,21,6
17,4,10,58,10,6
17,4,11,24,3,1
17,4,12,61,13,8
17,5,1,930,212,171
17,5,2,597,119,77
17,5,3,1280,278,184
17,6,1,11610,2523,2128
17,6,2,482,98,65
17,6,3,429,85,63
17,6,4,6656,1481,772
17,6,5,39,10,7
17,6,6,24,4,4
18,1,1,2934,723,612
18,2,1,485,94,37
18,2,2,461,76,32
18,3,1,917,181,17
18,3,2,326,51,6
18,3,3,345,87,31
18,3,4,8,3,0
18,3,5,54,11,0
18,3,6,52,11,0
18,3,7,20,3,1
18,3,8,48,10,0
18,3,9,42,8,0
18,3,10,69,13,0
18,3,11,40,7,0
