distrito,muni,localida,pobtotal,vp,vpcontv
8,6,67,24,3,0
8,6,68,35,7,2
8,6,69,31,8,2
8,6,70,16,4,0
8,6,71,21,4,0
8,6,72,50,9,0
8,6,73,86,16,9
8,6,74,104,18,15
8,6,75,67,12,0
8,6,76,21,5,2
8,6,77,23,4,0
8,7,1,1389,316,173
8,7,2,32,7,5
8,7,3,21,3,0
9,1,1,221,71,28
9,1,2,244,67,38
9,1,3,4,3,0
9,1,4,44,12,5
9,1,5,50,14,6
9,2,1,905,193,47
9,2,2,651,138,33
9,2,3,728,132,14
9,2,4,727,145,39
9,2,5,586,109,19
9,2,6,1565,323,44
9,2,7,223,39,13
9,2,8,302,63,7
9,2,9,29,8,0
9,2,10,152,28,0
9,2,11,41,9,0
9,2,12,68,14,5
9,2,13,28,7,1
9,2,14,34,9,1
9,2,15,161,34,5
9,3,1,107,35,9
9,3,2,87,17,10
9,3,3,13,3,0
9,3,4,9,4,2
9,3,5,19,4,0
9,3,6,104,30,14
9,4,1,58,18,8
9,4,2,183,56,24
9,4,3,102,26,13
9,4,4,186,44,30
9,4,5,55,19,9
9,4,6,112,37,15
9,4,7,11,4,0
9,4,8,41,10,3
9,4,9,27,8,1
9,4,10,18,4,1
9,4,11,16,3,2
9,4,12,11,4,3
9,4,13,7,4,2
9,5,1,403,104,61
9,5,2,89,22,16
9,5,3,208,56,19
9,5,4,225,59,14
9,5,5,132,32,19
9,5,6,70,17,10
9,5,7,15,4,1
9,5,8,37,8,1
9,5,9,26,7,3
9,5,10,51,11,5
9,5,11,17,5,4
9,5,12,41,13,6
9,5,13,9,4,3
9,5,14,38,12,10
9,5,15,36,9,9
9,5,16,43,13,6
9,6,1,423,98,18
9,6,2,248,53,18
9,6,3,17,4,1
9,6,4,44,7,0
9,6,5,36,7,1
9,6,6,23,5,0
9,6,7,27,7,1
9,6,8,30,5,0
9,6,9,40,10,1
9,6,10,30,7,0
9,6,11,8,3,0
9,7,1,200,63,41
9,7,2,204,60,36
9,7,3,16,4,2
9,8,1,1318,309,237
9,8,2,69,20,13
9,8,3,419,104,41
9,8,4,205,54,36
9,8,5,199,53,17
9,8,6,76,24,13
9,8,7,121,31,12
9,8,8,151,35,24
9,8,9,173,44,25
9,8,10,223,49,28
9,8,11,118,28,16
9,8,12,99,25,17
9,8,13,43,9,7
9,8,14,5,3,1
9,8,15,22,4,4
9,8,16,53,12,7
9,8,17,18,3,1
9,8,18,116,28,22
9,8,19,29,9,6
9,8,20,29,3,2
9,9,1,210,53,36
9,9,2,29,6,5
9,10,1,1489,404,192
9,10,2,79,26,6
9,10,3,65,16,4
9,11,1,1158,313,235
9,11,2,26,6,3
9,11,3,23,7,0
9,11,4,144,43,10
9,11,5,325,81,40
9,11,6,28,6,4
9,12,1,90,29,17
9,12,2,82,25,7
9,12,3,106,34,16
9,12,4,90,19,10
9,12,5,17,4,0
9,12,6,24,3,0
9,12,7,16,4,4
9,12,8,25,8,4
9,12,9,10,3,1
9,12,10,47,10,1
9,12,11,15,4,0
9,12,12,10,3,0
9,12,13,11,3,2
9,12,14,12,3,1
9,12,15,18,3,1
9,12,16,17,4,4
9,13,1,219,61,26
9,13,2,13,4,2
9,13,3,25,7,1
9,13,4,9,4,1
9,14,1,890,209,170
9,14,2,209,46,31
9,14,3,251,64,33
9,14,4,124,26,14
9,14,5,216,53,16
9,14,6,333,78,47
9,14,7,180,42,12
9,14,8,33,9,2
9,14,9,18,4,0
9,14,10,12,3,2
9,14,11,14,5,4
9,14,12,16,4,3
9,15,1,1578,404,310
9,15,2,35,6,2
9,15,3,17,4,3
9,15,4,39,8,2
9,15,5,20,7,5
9,15,6,32,8,5
9,16,1,149,42,26
9,16,2,10,5,4
9,17,1,69,20,5
9,17,2,103,27,5
9,17,3,98,30,10
9,17,4,14,4,0
9,17,5,13,5,0
9,17,6,9,4,3
9,17,7,17,4,2
9,18,1,349,116,70
9,18,2,56,13,10
9,18,3,52,16,11
9,18,4,42,13,10
9,18,5,19,4,4
9,19,1,4769,1014,837
9,19,2,56,11,4
9,19,3,136,34,25
9,19,4,276,62,34
9,19,5,23,5,4
9,19,6,97,23,7
9,19,7,174,36,15
9,19,8,36,6,0
9,19,9,50,11,9
9,19,10,45,10,7
9,19,11,56,11,0
9,19,12,36,6,0
9,19,13,151,32,28
9,19,14,16,4,1
9,19,15,14,3,1
9,19,16,24,5,2
9,19,17,46,8,5
9,19,18,31,7,3
9,19,19,13,3,2
9,19,20,30,5,1
9,20,1,521,154,94
9,20,2,128,34,14
9,20,3,76,24,13
9,20,4,68,24,7
9,20,5,17,7,3
9,20,6,87,19,5
9,20,7,11,3,2
9,20,8,5,3,0
9,20,9,30,7,4
9,21,1,207,52,18
9,21,2,75,13,6
9,21,3,19,7,3
9,21,4,15,4,0
10,1,1,9496,2138,1764
10,1,2,469,132,60
10,1,3,71,22,13
10,1,4,168,42,23
10,1,5,96,29,17
10,1,6,80,21,13
10,1,7,107,24,16
10,1,8,474,88,50
10,1,9,90,16,6
10,1,10,83,22,14
10,1,11,157,36,12
10,1,12,159,31,20
10,1,13,746,155,38
10,1,14,373,67,33
10,1,15,45,9,3
10,1,16,15,5,0
10,1,17,17,8,4
10,1,18,23,5,0
10,1,19,36,7,6
10,1,20,22,6,1
10,1,21,19,5,2
10,1,22,15,4,1
10,1,23,58,17,9
10,1,24,66,18,13
10,1,25,85,16,6
10,1,26,75,15,10
10,1,27,54,16,11
10,1,28,12,3,1
10,1,29,10,3,1
10,1,30,23,10,3
10,1,31,37,10,10
10,1,32,28,6,2
10,1,33,9,3,3
10,1,34,8,3,1
10,1,35,32,6,5
10,1,36,12,4,4
10,1,37,25,5,0
10,1,38,42,8,4
10,1,39,18,2,0
10,1,40,12,4,2
10,1,41,102,18,8
10,1,42,86,17,10
10,1,43,70,14,7
10,1,44,77,17,1
10,1,45,43,12,2
10,2,1,525,142,82
10,2,2,495,110,50
10,2,3,148,34,15
10,2,4,254,56,21
10,2,5,204,52,33
10,2,6,128,36,26
10,2,7,221,48,19
10,2,8,380,76,14
10,2,9,251,67,42
10,2,10,299,71,30
10,2,11,16,4,0
10,2,12,13,4,0
10,2,13,39,8,6
10,2,14,39,9,6
10,2,15,15,5,2
10,2,16,128,32,12
10,2,17,92,22,9
10,2,18,102,26,10
10,2,19,159,33,16
10,2,20,25,4,4
10,2,21,113,27,12
10,2,22,19,7,5
10,2,23,48,12,4
10,3,1,369,108,49
10,3,2,20,6,4
10,3,3,25,6,2
10,3,4,16,4,3
10,4,1,98,26,4
10,4,2,137,25,6
10,4,3,129,26,2
10,4,4,56,11,3
10,4,5,130,30,5
10,4,6,129,27,2
10,4,7,69,14,0
10,4,8,47,11,0
10,4,9,42,10,0
10,4,10,36,7,0
10,4,11,90,17,0
10,4,12,162,34,0
10,4,13,24,6,0
10,4,14,202,41,3
10,4,15,18,5,0
10,4,16,19,4,0
10,4,17,31,7,0
10,4,18,82,17,0
10,4,19,43,9,2
10,4,20,75,14,5
10,4,21,50,10,1
10,4,22,46,12,2
10,4,23,23,3,3
10,4,24,34,5,4
10,4,25,60,11,1
10,4,26,43,9,1
10,4,27,17,3,0
10,4,28,156,31,3
10,5,1,496,132,109
10,5,2,153,43,33
10,5,3,15,4,3
10,5,4,11,4,3
10,6,1,626,133,96
10,6,2,77,16,8
10,6,3,23,5,4
10,6,4,57,9,4
10,7,1,151,35,25
10,7,2,156,42,17
10,7,3,138,38,6
10,7,4,18,6,1
10,7,5,247,57,25
10,7,6,162,39,21
10,7,7,54,16,11
10,7,8,84,25,13
10,7,9,115,26,12
10,7,10,23,6,4
10,7,11,36,9,7
10,8,1,396,103,26
10,8,2,11,3,2
10,9,1,1379,324,170
10,9,2,89,21,0
10,10,1,417,106,90
10,10,2,225,47,27
10,10,3,16,3,2
10,11,1,84,19,5
10,11,2,751,157,10
10,11,3,267,55,4
10,11,4,96,20,8
10,11,5,117,16,2
10,11,6,419,94,3
10,11,7,406,81,28
10,11,8,124,22,1
10,11,9,87,17,0
10,11,10,156,33,3
10,11,11,40,10,2
10,11,12,39,9,3
10,11,13,81,15,2
10,11,14,40,7,0
10,11,15,54,9,0
10,11,16,29,6,0
10,11,17,26,4,0
10,11,18,49,9,0
10,11,19,49,7,0
10,11,20,27,5,0
10,11,21,46,7,0
10,11,22,42,6,0
10,11,23,24,5,0
10,11,24,29,6,0
10,11,25,48,7,0
10,11,26,36,6,0
10,11,27,30,6,0
10,11,28,19,4,0
10,11,29,18,3,1
10,11,30,88,15,0
10,11,31,133,22,0
10,12,1,546,142,108
10,12,2,159,46,12
10,12,3,14,3,0
10,13,1,394,103,69
10,13,2,95,23,15
10,13,3,264,58,35
10,13,4,227,49,30
10,13,5,20,4,2
10,13,6,12,4,3
10,13,7,77,16,9
10,14,1,1678,357,46
10,14,2,29,5,0
10,14,3,188,36,0
10,14,4,50,7,1
10,15,1,139,33,17
10,15,2,514,95,50
10,15,3,292,69,14
10,15,4,10,3,0
10,15,5,27,6,0
10,15,6,37,10,1
10,15,7,108,21,0
10,15,8,173,35,4
10,15,9,25,4,0
10,15,10,50,10,0
10,15,11,37,8,0
10,15,12,10,3,0
10,15,13,47,9,0
10,15,14,44,9,1
10,15,15,30,6,1
10,15,16,27,5,0
10,15,17,17,4,0
10,15,18,15,3,0
10,15,19,26,6,0
10,15,20,19,3,0
10,15,21,18,3,0
10,15,22,182,33,1
10,15,23,105,20,0
10,15,24,26,6,0
10,15,25,21,7,0
10,15,26,53,13,7
10,15,27,36,8,0
10,15,28,26,5,1
10,15,29,34,6,0
10,15,30,44,10,0
10,15,31,15,3,0
10,15,32,20,7,0
10,15,33,24,4,0
10,15,34,24,4,0
10,16,1,537,115,11
10,16,2,256,59,7
10,16,3,58,11,2
10,16,4,15,4,0
10,16,5,228,46,2
10,16,6,172,32,2
10,16,7,46,12,0
10,16,8,128,22,0
10,16,9,90,23,3
10,16,10,31,7,0
10,16,11,57,10,0
10,16,12,83,16,0
10,17,1,353,78,19
10,17,2,296,66,1
10,17,3,180,38,0
10,17,4,100,22,2
10,17,5,158,30,0
10,17,6,43,10,0
10,17,7,56,11,0
10,18,1,174,52,43
10,18,2,9,3,1
10,18,3,9,3,1
10,18,4,76,20,14
10,19,1,255,65,34
10,19,2,174,36,19
10,19,3,403,91,14
10,19,4,28,9,6
10,19,5,69,18,4
10,19,6,35,8,4
10,19,7,35,5,1
10,19,8,37,9,1
10,20,1,386,102,18
10,20,2,125,24,0
10,20,3,94,23,0
10,20,4,370,81,3
10,20,5,176,38,0
10,20,6,26,5,0
10,20,7,47,7,0
10,20,8,64,13,0
10,20,9,60,12,0
10,20,10,75,20,3
10,21,1,840,248,97
10,22,1,570,141,41
10,22,2,579,123,21
10,22,3,580,121,45
10,22,4,125,26,1
10,22,5,185,43,12
10,22,6,26,6,0
10,22,7,166,30,7
10,22,8,91,21,0
10,22,9,13,4,0
10,22,10,85,21,7
10,22,11,12,3,0
10,22,12,48,11,2
10,22,13,45,13,1
10,23,1,450,122,104
10,23,2,94,32,16
10,23,3,61,13,4
10,23,4,11,3,1
10,23,5,140,29,19
10,23,6,19,4,1
10,23,7,16,5,2
10,23,8,17,4,3
10,24,1,204,58,5
10,24,2,470,116,16
10,24,3,168,38,11
10,24,4,133,32,7
10,24,5,167,37,10
10,24,6,199,44,20
10,24,7,22,4,0
10,25,1,313,102,64
10,25,2,156,31,14
10,25,3,68,21,10
10,25,4,139,33,7
10,25,5,13,3,0
10,25,6,92,19,14
10,25,7,19,4,1
10,25,8,25,6,5
10,25,9,16,3,2
10,25,10,25,4,2
10,25,11,11,3,1
10,25,12,34,5,3
10,25,13,10,3,3
10,25,14,8,4,2
10,26,1,395,95,45
10,26,2,157,38,0
10,26,3,142,29,9
10,26,4,231,50,8
10,26,5,232,40,11
10,26,6,235,53,5
10,26,7,441,101,12
10,26,8,174,38,0
10,26,9,45,10,5
10,26,10,107,21,2
10,26,11,193,54,2
10,26,12,265,56,11
10,26,13,175,42,8
10,26,14,134,29,1
10,26,15,68,18,5
10,26,16,132,36,12
10,26,17,361,79,4
10,26,18,143,36,8
10,26,19,159,31,12
10,26,20,42,13,0
10,26,21,11,3,1
10,26,22,35,6,0
10,27,1,322,90,66
10,27,2,139,42,36
10,27,3,25,5,4
10,27,4,14,4,3
10,27,5,6,3,2
10,28,1,121,26,7
10,28,2,98,17,6
10,28,3,63,11,5
10,28,4,174,27,5
10,28,5,230,49,5
10,28,6,184,33,1
10,28,7,91,17,0
10,28,8,63,12,1
10,28,9,100,22,0
10,28,10,109,22,0
10,28,11,15,5,0
10,28,12,46,9,0
10,28,13,30,6,0
10,28,14,46,10,0
10,28,15,31,9,3
10,28,16,38,4,0
10,28,17,51,8,1
10,28,18,45,8,1
10,28,19,39,8,1
10,28,20,31,6,1
10,28,21,73,13,2
10,28,22,32,5,0
10,28,23,39,9,0
10,28,24,50,9,0
10,28,25,59,8,0
10,28,26,11,3,0
10,28,27,44,7,0
10,28,28,50,8,0
10,28,29,15,3,0
10,28,30,41,9,0
10,28,31,21,3,0
10,28,32,42,3,0
10,28,33,20,5,0
10,28,34,22,6,0
10,28,35,20,4,0
10,28,36,95,18,4
10,28,37,28,4,0
10,28,38,45,6,2
10,28,39,37,5,0
10,28,40,29,5,0
10,28,41,167,33,0
10,28,42,42,9,0
10,28,43,51,9,0
10,28,44,48,10,0
10,28,45,49,12,0
10,28,46,52,12,0
10,28,47,39,7,1
10,28,48,24,5,0
10,28,49,17,4,4
10,28,50,23,4,0
10,28,51,110,19,2
10,28,52,29,6,0
10,28,53,30,4,1
10,28,54,87,14,2
10,28,55,41,8,0
10,28,56,102,17,0
10,28,57,89,17,0
10,28,58,33,4,1
10,29,1,839,212,168
10,29,2,64,18,12
10,29,3,89,21,15
10,29,4,207,52,26
10,29,5,18,4,1
10,29,6,46,10,4
10,29,7,47,13,3
10,29,8,41,10,2
10,29,9,35,8,5
10,29,10,81,18,14
10,29,11,24,4,0
10,29,12,11,3,3
10,29,13,19,5,4
10,29,14,18,3,1
10,29,15,26,6,3
10,30,1,734,173,115
10,30,2,346,72,41
10,30,3,182,38,17
10,30,4,43,8,4
10,31,1,1139,298,31
10,31,2,120,30,2
10,32,1,158,45,12
10,32,2,151,33,8
10,32,3,116,32,13
10,32,4,251,57,5
10,32,5,42,10,2
10,32,6,70,18,4
10,32,7,85,20,7
10,32,8,21,4,3
10,32,9,34,8,6
10,32,10,43,11,4
10,32,11,32,6,2
10,32,12,108,23,12
10,32,13,64,17,7
10,32,14,165,37,2
10,32,15,36,8,4
10,32,16,7,3,0
10,32,17,32,6,4
10,32,18,12,4,3
10,32,19,48,14,2
10,32,20,48,12,1
10,32,21,49,10,2
10,32,22,62,14,5
10,32,23,36,9,4
10,32,24,122,27,6
10,32,25,21,3,3
10,32,26,13,3,1
10,32,27,38,9,1
10,32,28,21,5,1
10,32,29,27,7,0
10,32,30,19,3,1
10,32,31,22,6,3
11,1,1,1699,359,315
11,1,2,305,62,46
11,2,1,2353,514,472
11,2,2,301,59,58
11,2,3,104,24,18
11,2,4,283,55,46
11,2,5,627,131,116
11,2,6,265,52,40
11,3,1,3285,707,648
11,3,2,83,18,9
11,4,1,1554,283,249
11,4,2,109,18,16
11,4,3,669,142,97
11,4,4,41,8,3
11,4,5,34,7,6
11,5,1,3090,719,592
11,5,2,72,14,12
11,5,3,14,4,3
11,5,4,23,6,4
11,6,1,1585,377,341
11,6,2,609,112,92
11,6,3,594,128,120
11,6,4,17,6,3
11,6,5,54,12,8
11,6,6,23,6,4
11,6,7,46,11,7
11,6,8,12,3,1
11,6,9,35,7,7
11,6,10,14,3,3
11,6,11,80,18,14
11,7,1,2122,400,300
11,7,2,622,138,88
11,7,3,218,48,23
11,7,4,125,20,8
11,7,5,92,23,14
11,7,6,135,20,1
11,7,7,254,46,22
11,7,8,54,12,5
11,7,9,141,25,18
11,7,10,63,13,7
11,7,11,201,34,19
11,7,12,220,41,30
11,7,13,153,31,24
11,7,14,79,18,8
11,7,15,79,16,16
11,7,16,308,51,33
11,7,17,183,37,22
11,7,18,169,30,21
11,7,19,89,20,10
11,7,20,116,22,15
11,7,21,145,26,19
11,7,22,91,18,7
11,7,23,19,4,3
11,7,24,17,3,1
11,7,25,134,25,9
11,7,26,175,34,15
11,7,27,86,17,8
11,7,28,39,5,3
11,8,1,8536,1604,1385
11,8,2,164,37,14
11,8,3,64,11,0
11,8,4,421,82,57
11,8,5,43,9,4
11,8,6,221,38,17
11,8,7,17,3,0
11,8,8,92,19,12
11,8,9,22,5,1
11,8,10,23,3,3
11,8,11,49,11,0
11,8,12,16,3,3
11,8,13,19,4,1
11,9,1,110,26,21
11,9,2,107,38,19
11,9,3,87,20,5
11,9,4,11,4,2
11,9,5,62,19,3
11,9,6,205,43,8
11,9,7,125,31,16
11,9,8,531,119,58
11,9,9,474,109,68
11,9,10,110,32,15
11,9,11,195,42,13
11,9,12,50,10,2
11,9,13,129,29,5
11,9,14,35,10,0
11,9,15,23,6,2
11,9,16,29,7,0
11,9,17,83,20,14
11,9,18,82,19,5
11,9,19,16,6,2
11,9,20,24,7,1
11,9,21,8,3,0
11,9,22,66,14,9
11,9,23,18,4,0
11,9,24,12,3,0
11,9,25,44,11,4
11,9,26,35,6,0
11,9,27,32,8,2
11,10,1,715,127,21
11,10,2,550,100,16
11,10,3,453,78,13
11,10,4,18,3,0
11,10,5,31,5,2
11,11,1,877,179,110
11,11,2,215,46,27
11,11,3,450,100,69
11,11,4,770,151,114
11,11,5,542,112,89
11,11,6,633,110,98
11,12,1,1236,271,88
11,13,1,2262,495,364
11,13,2,9,3,3
11,13,3,14,4,2
11,14,1,5477,1235,1113
11,14,2,1170,252,203
11,14,3,2560,584,557
11,14,4,66,13,11
11,14,5,76,17,14
11,14,6,40,7,7
11,14,7,58,12,9
11,14,8,188,42,37
11,14,9,141,29,20
11,14,10,15,4,0
11,14,11,58,12,11
11,14,12,46,9,0
11,14,13,25,6,5
11,14,14,15,3,3
11,14,15,19,3,2
11,15,1,2479,591,464
11,15,2,355,80,71
11,15,3,825,136,122
11,15,4,1613,359,339
11,15,5,270,52,42
11,15,6,265,55,48
11,15,7,37,11,8
11,15,8,64,15,11
11,15,9,43,12,5
11,15,10,1152,342,331
11,16,1,4499,1003,911
11,16,2,240,48,35
11,16,3,17,4,0
11,16,4,115,23,19
11,16,5,40,8,5
11,16,6,106,19,16
11,16,7,33,6,5
11,17,1,6950,1391,1234
11,17,2,789,185,150
11,17,3,19,3,2
11,17,4,61,14,10
11,18,1,301,48,3
11,18,2,314,49,6
11,18,3,206,32,0
11,18,4,469,73,3
11,18,5,163,29,0
11,18,6,193,34,3
11,18,7,508,79,0
11,18,8,227,31,1
11,18,9,372,64,2
11,18,10,240,42,6
11,18,11,213,40,0
11,18,12,452,68,0
11,18,13,234,35,0
11,18,14,293,39,5
11,18,15,186,28,0
11,18,16,550,71,4
11,18,17,179,32,1
11,18,18,151,30,0
11,18,19,346,52,7
11,18,20,111,19,0
11,18,21,199,28,0
11,18,22,281,39,1
11,18,23,124,21,3
11,18,24,154,19,3
11,18,25,34,6,0
11,18,26,124,22,0
11,18,27,127,19,2
11,18,28,62,11,0
11,18,29,26,3,0
11,18,30,75,12,0
11,19,1,5989,1258,925
11,19,2,1113,226,186
11,19,3,715,177,138
11,19,4,35,8,8
11,19,5,25,5,3
11,19,6,27,6,5
11,19,7,19,3,3
11,20,1,379,87,55
11,20,2,268,61,28
11,20,3,219,49,15
11,20,4,154,27,14
11,20,5,171,38,14
11,20,6,95,21,12
11,20,7,150,29,8
11,20,8,52,6,2
11,20,9,22,5,4
11,20,10,19,5,1
11,20,11,58,12,2
11,20,12,59,10,5
11,20,13,16,3,3
11,20,14,34,8,2
11,20,15,17,5,0
11,21,1,236,44,8
11,21,2,207,33,15
11,21,3,216,34,8
11,21,4,94,19,5
11,21,5,174,29,9
11,21,6,101,16,3
11,21,7,258,38,3
11,21,8,123,18,3
11,21,9,83,12,1
11,21,10,93,13,3
11,21,11,94,18,3
11,21,12,64,13,3
11,21,13,67,15,3
11,21,14,142,21,2
11,21,15,146,27,11
11,21,16,125,20,2
11,21,17,22,5,0
11,21,18,169,33,0
11,21,19,130,21,5
11,21,20,50,8,4
11,21,21,41,10,0
11,21,22,14,3,0
11,21,23,19,4,0
11,21,24,38,10,2
11,21,25,55,12,0
11,21,26,86,15,0
11,21,27,30,6,0
11,21,28,74,15,0
11,21,29,34,8,0
11,21,30,99,19,0
11,21,31,71,12,1
11,21,32,77,13,1
11,21,33,21,3,1
11,21,34,114,14,0
11,21,35,32,8,1
11,21,36,51,9,1
11,21,37,88,15,0
11,21,38,26,6,0
11,21,39,53,8,0
11,21,40,76,10,1
11,21,41,28,4,1
11,21,42,60,10,0
11,21,43,24,6,0
11,21,44,52,10,0
11,21,45,60,10,0
11,21,46,17,4,0
11,21,47,26,5,1
11,21,48,25,3,0
11,21,49,26,5,0
11,21,50,31,6,0
11,21,51,57,9,2
11,21,52,24,4,0
11,21,53,45,8,4
11,21,54,92,15,0
11,21,55,19,3,0
11,21,56,10,3,0
11,21,57,21,4,1
11,22,1,1939,421,300
11,23,1,2591,583,526
11,23,2,334,61,47
11,23,3,812,170,163
11,23,4,51,11,10
11,23,5,62,12,11
11,23,6,16,3,2
11,23,7,25,5,5
11,23,8,11,3,0
12,1,1,1421,250,134
12,1,2,119,20,13
12,2,1,735,128,111
12,2,2,19,4,2
12,3,1,2201,527,459
12,3,2,602,113,10
12,3,3,314,65,20
12,3,4,222,44,11
12,3,5,496,101,10
12,3,6,286,67,9
12,3,7,636,153,18
12,3,8,168,31,0
12,3,9,191,51,46
12,3,10,575,139,4
12,3,11,553,110,11
12,3,12,543,135,29
12,3,13,439,90,4
12,3,14,42,11,10
12,3,15,19,5,4
12,4,1,579,148,116
12,5,1,1438,429,241
12,5,2,79,20,8
12,5,3,40,9,5
12,5,4,13,3,3
12,6,1,358,106,47
12,6,2,10,4,2
12,7,1,420,125,62
12,8,1,1579,316,249
12,8,2,453,65,17
12,8,3,143,29,14
12,8,4,261,45,29
12,8,5,9,4,3
12,8,6,30,3,3
12,9,1,1298,297,269
12,9,2,20,5,4
12,9,3,71,13,9
12,10,1,1800,376,259
12,10,2,778,146,34
12,10,3,39,9,5
12,11,1,340,95,51
12,11,2,649,147,68
12,11,3,84,22,20
12,11,4,8,3,2
12,11,5,8,4,0
12,12,1,303,74,55
12,13,1,467,114,9
12,13,2,30,8,0
12,13,3,104,26,0
12,14,1,443,134,107
12,14,2,662,146,21
12,14,3,16,6,6
12,14,4,14,3,1
12,15,1,488,131,10
12,15,2,503,115,29
12,16,1,1005,197,122
12,16,2,402,77,56
12,16,3,11,3,0
12,16,4,412,74,42
12,16,5,429,71,47
12,16,6,160,33,19
12,16,7,103,17,0
12,16,8,15,3,0
12,16,9,9,4,0
12,17,1,1149,287,171
12,18,1,792,184,59
12,18,2,456,103,48
12,18,3,185,41,23
12,18,4,113,19,12
12,18,5,318,71,39
12,18,6,66,15,6
12,18,7,269,52,23
12,18,8,92,18,8
12,18,9,16,5,2
12,18,10,9,3,1
12,18,11,11,4,1
12,18,12,38,7,5
12,18,13,15,3,0
12,18,14,104,20,11
12,18,15,21,5,2
12,18,16,24,6,1
12,19,1,189,56,17
12,19,2,460,110,65
12,19,3,417,100,50
12,19,4,124,40,22
12,19,5,34,10,2
12,19,6,21,5,3
12,19,7,73,15,7
12,19,8,25,5,2
12,19,9,10,3,1
12,19,10,28,6,5
12,19,11,25,8,0
12,19,12,27,6,0
12,19,13,36,10,7
12,19,14,32,9,2
12,19,15,15,4,2
12,19,16,13,3,0
12,19,17,11,3,0
12,20,1,588,150,107
12,21,1,453,122,64
12,22,1,919,203,106
12,22,2,209,43,29
12,22,3,238,54,43
12,22,4,113,29,8
12,22,5,17,4,1
12,22,6,7,3,0
12,22,7,7,3,0
12,22,8,22,5,3
12,22,9,7,3,1
12,23,1,746,198,65
12,23,2,242,59,10
12,23,3,410,92,14
12,23,4,22,3,2
12,24,1,410,107,65
12,24,2,271,62,41
12,24,3,316,86,61
12,24,4,747,177,142
12,24,5,18,4,2
12,25,1,1419,273,182
12,25,2,313,65,45
12,25,3,15,3,3
12,26,1,1591,346,228
12,26,2,116,18,6
12,26,3,27,7,2
13,1,1,1799,432,215
13,1,2,120,20,0
13,1,3,76,13,0
13,1,4,31,8,0
13,1,5,13,3,0
13,1,6,80,17,0
13,2,1,649,207,53
13,2,2,263,81,33
13,2,3,697,159,11
13,2,4,44,10,5
13,2,5,25,9,2
13,3,1,487,148,33
13,3,2,50,10,1
13,4,1,195,70,14
13,4,2,145,52,12
13,4,3,99,24,9
13,4,4,208,61,20
13,4,5,136,46,8
13,5,1,638,125,43
13,6,1,1184,398,136
13,6,2,68,12,8
13,7,1,259,80,37
13,7,2,200,63,27
13,7,3,13,4,1
13,8,1,1214,304,235
13,8,2,590,184,64
13,8,3,412,113,38
13,8,4,532,126,43
13,8,5,154,48,18
13,8,6,392,84,21
13,9,1,596,149,26
13,9,2,222,53,18
13,9,3,538,128,29
13,9,4,192,56,10
13,9,5,123,27,1
13,9,6,66,13,4
13,9,7,62,13,1
13,9,8,31,7,1
13,10,1,1107,259,25
13,10,2,43,11,1
13,11,1,848,211,67
13,11,2,382,107,5
13,11,3,375,116,5
13,12,1,466,114,15
13,12,2,27,6,1
13,13,1,500,142,47
13,13,2,142,24,2
13,14,1,835,203,37
13,14,2,287,79,26
13,15,1,1889,504,274
13,15,2,298,80,21
13,15,3,331,90,15
13,15,4,109,20,4
13,15,5,46,9,1
13,16,1,1074,259,95
13,17,1,1157,326,185
13,17,2,23,7,2
13,17,3,24,6,4
13,18,1,958,253,70
13,19,1,378,109,60
13,20,1,783,165,67
13,20,2,134,27,2
13,20,3,471,98,8
13,20,4,97,19,0
13,20,5,202,45,5
13,20,6,890,182,3
13,20,7,394,82,0
13,20,8,52,10,0
13,20,9,33,9,3
13,21,1,504,143,57
13,21,2,15,3,2
13,22,1,465,114,53
13,23,1,585,138,16
13,23,2,365,80,0
13,24,1,961,245,58
13,24,2,39,8,1
13,24,3,20,5,1
13,24,4,17,4,0
13,25,1,1256,348,194
13,25,2,591,165,18
14,1,1,590,180,77
14,1,2,658,150,13
14,1,3,409,87,3
14,1,4,190,44,1
14,1,5,136,31,7
14,1,6,147,36,0
14,1,7,110,34,2
14,1,8,180,40,4
14,1,9,76,19,2
14,1,10,27,10,4
14,1,11,35,7,0
14,2,1,2253,441,230
14,2,2,221,46,9
14,2,3,256,56,6
14,2,4,855,157,18
14,2,5,418,72,19
14,2,6,661,125,20
14,2,7,195,43,0
14,2,8,304,65,5
14,2,9,49,9,0
14,2,10,21,4,0
14,2,11,24,6,0
14,2,12,72,9,0
14,2,13,46,14,0
14,2,14,103,25,1
14,2,15,47,7,0
14,2,16,46,11,0
14,2,17,291,67,1
14,2,18,35,8,0
14,2,19,192,39,0
14,2,20,182,43,0
14,2,21,104,18,0
14,2,22,11,3,0
14,2,23,37,8,0
14,2,24,29,9,0
14,2,25,224,44,13
14,2,26,27,7,0
14,3,1,835,165,17
14,3,2,151,29,0
14,3,3,180,41,0
14,3,4,556,110,14
14,3,5,180,39,0
14,3,6,63,20,0
14,3,7,34,9,0
14,3,8,607,110,10
14,3,9,28,6,1
14,3,10,10,3,0
14,3,11,20,6,0
14,4,1,2676,573,78
14,4,2,534,98,36
14,4,3,396,79,29
14,4,4,685,141,81
14,4,5,513,116,57
14,4,6,757,148,90
14,4,7,57,10,0
14,4,8,1901,375,122
14,4,9,373,77,26
14,4,10,3132,650,400
14,4,11,313,74,10
14,4,12,512,92,61
14,4,13,519,104,65
14,4,14,809,210,46
14,4,15,1169,252,184
